"name","value"
"GUILD_MEMBER_LOGIN_OUT","0x0040"
"MESSAGE_OTHER_CHANNEL","0x0041"
"CERA_SPECIALITEM","0x0042"
"CARD_SELECT_COMPLETE_STATE","0x0043"
"CERA_GROUP_HISTORY","0x0044"
"SERVEREVENT","0x0045"
"GUILD_INFO","0x0046"
"GUILD_CREATE","0x0047"
"MEMBER_MEMBER_LOGIN_OUT","0x0048"
"REQUEST_MEMBER_ENTER_TO_RESPONSER","0x0049"
"MEMBER_ENTER_OK","0x004A"
"DELETE_MEMBER_ID","0x004B"
"PAY_TAX_TO_UPPER","0x004C"
"MEMBER_SECEDE","0x004D"
"CREATE_PRIVATE_STORE","0x004E"
"REMOVE_PRIVATE_STORE","0x004F"
"FROCE_REMOVE_PRIVATE_STORE","0x0050"
"COMPLETE_DISPLAY","0x0051"
"BUY_PRIVATE_STORE_ITEM","0x0052"
"PRIVATE_STORE_ITEM","0x0053"
"PRIVATE_STORE_LIST","0x0054"
"PRIVATE_STORE_INFO","0x0055"
"SERVER_BROADCAST","0x0056"
"WARROOM_INFO","0x0057"
"WARROOM_STATE","0x0058"
"WARROOM_SEAT_STATE","0x0059"
"START_WARROOM","0x005A"
"WARROOM_MONSTER_SPAWN","0x005B"
"CLEAR_WARAREA_REWARD","0x005C"
"WARROOM_GET_ITEM","0x005D"
"ADD_KP","0x005E"
"WARROOM_DIE_STATE","0x005F"
"CLEAR_WARAREA_FP","0x0060"
"MAILBOX_MAIL_LIST","0x0061"
"MAILBOX_REMOVE_MAIL","0x0062"
"MAILBOX_ALARM","0x0063"
"DIED_CREATURE","0x0064"
"RENAME_CREATURE","0x0065"
"GAIN_EXP_CREATURE","0x0066"
"CREATURE_STATE","0x0067"
"RESPONSE_CREATURE","0x0068"
"CREATURE_ITEM_LIST","0x0069"
"EVOLUTE_CREATURE","0x006A"
"REVIVAL_CREATURE","0x006B"
"EVENT_INFO","0x006C"
"GUILD_WAR_END","0x006D"
"GUILD_WAR_RESULT","0x006E"
"CODE_CHECKSUM_RANGE","0x006F"
"PVP_TURN_PLAYER","0x0070"
"PVP_REQUEST_FIGHT","0x0071"
"CREATURE_MESSAGE","0x0072"
"BOSS_DIE_CHECK","0x0073"
"SEAL_DOOR_ITEMS","0x0074"
"GUILD_WAR_START","0x0075"
"MEGAPHONE_MSG","0x0076"
"CREATURE_SCRIPT_MESSAGE","0x0077"
"PVP_REVIVE","0x0078"
"TIME_CHECK","0x0079"
"SP_RETURN_INFO","0x007A"
"CHECK_FORCED_DISCONNECT","0x007B"
"ENTER_GAMEWORLD_COMPLETE","0x007C"
"REQ_HUMAN_CERTIFY","0x007D"
"GM_REQUEST_MID","0x007E"
"GUILD_MEMBER_INFO","0x007F"
"MOVE_ASSAULT_PLACE","0x0080"
"COMPLETE_LOAD_ASSAULT","0x0081"
"START_ASSAULT","0x0082"
"DIE_ASSAULT_PLAYER","0x0083"
"END_ASSAULT","0x0084"
"REVIVAL_ASSAULT_PLAYER","0x0085"
"VIEW_ASSAULT_ICON","0x0086"
"LEAVE_ASSAULT_PLACE","0x0087"
"CHANGE_HP","0x0088"
"CLOSE_ASSAULT","0x0089"
"TELEPORT","0x008A"
"GIVE_ALARM","0x008B"
"CHANGE_GUILD_MEMBER_GRADE","0x008C"
"GUILD_MESSAGE_TO_GUILD_MEMBER","0x008D"
"DEATH_TOWER_INFO","0x008E"
"START_DEATH_TOWER_MAP","0x008F"
"DEATH_TOWER_STATE_RANKING","0x0090"
"DEATH_TOWER_STATE_REWARD","0x0091"
"DEATH_TOWER_STATE_EPLP","0x0092"
"CALL_GUILD_INVITE_TO_INVITED","0x0093"
"REPLY_GUILD_INVITE_TO_CALLER","0x0094"
"GUILD_MASTER_DELEGATE","0x0095"
"HAS_BEEN_GUILD_MASTER","0x0096"
"GUILD_SECEDE_TO_USER","0x0097"
"SECURITY_CARD_AUTH_REQ","0x0098"
"PARTY_MEMBER_REALTIME_INFO","0x0099"
"NEW_FD","0x009A"
"TOTAL_POWER_WAR_POINT","0x009B"
"TRY_ENCHANT","0x009C"
"PUT_ITEM_FOR_ENCHANT","0x009D"
"CANCEL_ENCHANT","0x009E"
"POWER_WAR_START","0x009F"
"POWER_WAR_END","0x00A0"
"POWER_WAR_START_TIME","0x00A1"
"POWER_WAR_END_TIME","0x00A2"
"POWER_WAR_PROLONG","0x00A3"
"SET_CHARAC_UNLIMIT_CHALLENGE","0x00A4"
"AA_STARTINFO","0x00A5"
"AA_TIME","0x00A6"
"MANGLE_HEADER","0x00A7"
"HAS_NO_GO_WITH_APC_QUEST_IN_PARTY","0x00A8"
"AUCTION_ALARM","0x00A9"
"DUNGEON_EVENT_STORY_PAUSE","0x00AA"
"MOUSE_REGIST_DISCARD","0x00AB"
"LOAD_COOLTIME_ITEM_INFO","0x00AC"
"GAME_OPTION","0x00AD"
"LOAD_EFFECT_ITEM_INFO","0x00AE"
"MATCH_STATE","0x00AF"
"SECURE_INPUT_MSG_TRADING","0x00B0"
"SHOP_COIN_EVENT","0x00B1"
"USE_RANDOMBOX_ITEM","0x00B2"
"SET_DURABILITY","0x00B3"
"ONE_DAY_LETHE_INIT","0x00B4"
"GLOBAL_EFFECT_INFO","0x00B5"
"POWER_WAR_REWARD_CHARACTER_RANKING","0x00B6"
"AUCTION_NOTIFY_AUCTION_SERVICE","0x00B7"
"MINIINFO_DUNGEON_TO_VILLAGE","0x00B8"
"MINIINFO_GUILD_INFO","0x00B9"
"PCROOM_PLAYER_LOGIN_LOGOUT","0x00BA"
"SERVER_EVENT_PHASE","0x00BB"
"POWER_WAR_WINNER_SIDE","0x00BC"
"CREATE_GUILD_AGIT","0x00BD"
"DELETE_GUILD_AGIT","0x00BE"
"GUILD_AGIT_INFO","0x00BF"
"SERVER_MESSAGE_INFO","0x00C0"
"HACKSHIELD_CLIENT_REQUEST","0x00C1"
"NPC_FAVOR","0x00C2"
"NPC_MOOD","0x00C3"
"RETURNEE_COUNT","0x00C4"
"GUILD_MEMBER_MEMO","0x00C5"
"MILEAGE","0x00C6"
"DISCONNECT_REASON","0x00C7"
"POWER_WAR_POINT_AFTER_ASSAULT","0x00C8"
"POWER_WAR_PROCESS_INFO","0x00C9"
"VILLAGE_OBJECT_LIST","0x00CA"
"REQUEST_DISJOINT_ITEM","0x00CB"
"NEXON_CASH_EVENT","0x00CC"
"EXPERT_JOB_INFO","0x00CD"
"CREATE_DISJOINT_STORE","0x00CE"
"HELLPARTY_VALUE","0x00CF"
"BLOOD_DUNGEON_STATE_RANKING","0x00D0"
"BLOOD_DUNGEON_STATE_REWARD","0x00D1"
"BLOOD_MONSTER_SPAWN","0x00D2"
"START_BLOOD_MAP","0x00D3"
"BLOOD_INFO","0x00D4"
"BLOOD_CRAZY_MONSTER_SPAWN","0x00D5"
"BLOOD_ROUND_MAX_TIME","0x00D6"
"BLOOD_ROUND_INTERVAL_TIME","0x00D7"
"POWER_UP","0x00D8"
"CLOSE_DISJOINT_STORE","0x00D9"
"CHANGE_GUILD_NAME_TO_GUILD_MEMBERS","0x00DA"
"USE_SHARED_EFFECT_ITEM","0x00DB"
"POWER_WAR_POWER_UP_TIME","0x00DC"
"POWER_WAR_POWER_UP_INFO","0x00DD"
"PUNISH_END_TIME","0x00DE"
"POWER_WAR_RESULT","0x00DF"
"POWER_WAR_STRAIGHT_VICTORIES","0x00E0"
"ITEM_LIMIT_EDITION_INFO","0x00E1"
"POWER_WAR_BAN_ABUSER","0x00E2"
"POWER_WAR_HP","0x00E3"
"REVIVAL_CHARAC_TIMEOUT","0x00E4"
"CHARAC_DAILY_CONNECTION","0x00E5"
"ASK_LEAVE_PARTY","0x00E6"
"POWER_WAR_USER_JOIN_INFO","0x00E7"
"LOCK_IN_SERIA_ROOM_MESSAGE","0x00E8"
"REQUEST_EXIT","0x00E9"
"CONDITION_EVENT_CLEAR_INFO","0x00EA"
"BLOOD_DUNGEON_CLEAR_COUNT","0x00EB"
"BLACKLIST_PROBLEM_CHILD_TIME","0x00EC"
"GUILD_CARGO","0x00ED"
"VILLAGE_MONSTER_LIST","0x00EE"
"VILLAGE_MONSTER_POSITION","0x00EF"
"UPDATE_VILLAGE_MONSTER_LIST","0x00F0"
"START_VILLAGE_ATTACKED","0x00F1"
"END_VILLAGE_ATTACKED","0x00F2"
"FIGHT_VILLAGE_MONSTER","0x00F3"
"TAKE_SCREEN_SHOT","0x00F4"
"MOVE_MAP","0x00F5"
"CREATE_VILLAGE_MONSTER","0x00F6"
"UPDATE_VILLAGE_ATTACKED","0x00F7"
"STARTED_VILLAGE_ATTACKED","0x00F8"
"FINISH_VILLAGE_MONSTER_FIGHTING","0x00F9"
"VILLAGE_ATTACKED_REWARD","0x00FA"
"ITEM_LOCK_LIST","0x00FB"
"ITEM_UNLOCK","0x00FC"
"REQUEST_ITEM_UNLOCK_OTP","0x00FD"
"ELEVATOR_CLEAR_TIME_CHECK","0x00FE"
"EXERCISE_MODE_CLEAR","0x00FF"
"SAFE_PUNISH_MESSAGE","0x0100"
"ADD_EFFECT_ITEM_INFO","0x0101"
"ARS_ALERT","0x0102"
"MAX_LEVEL_LETHE_REWARD","0x0103"
"ITEM_EFFECT","0x0104"
"EPLP_RECHALLENGE","0x0105"
"ONTIME_EVENT_REWARD_START","0x0106"
"ONTIME_EVENT_REWARD_END","0x0107"
"ZERO_EXP","0x0108"
"POWER_WAR_VICTORY_BONUS","0x0109"
"HOLD_VICTORY","0x010A"
"VICTORY_INFO","0x010B"
"PROPER_DUNGEON_CLEAR_COUNT","0x010C"
"REQUEST_ADD_PVP_BUDDY","0x010D"
"PVP_BUDDY_IN","0x010E"
"PVP_BUDDY_OUT","0x010F"
"PVP_BUDDY_CONN_LIST","0x0110"
"UNITED_SERVER_FRIEND_INFO","0x0111"
"INOUT_UNITED_SERVER_FRIEND","0x0112"
"NCC","0x0113"
"BREAK_AWAY_REWARD","0x0114"
"RENEWAL_LETHE_REWARD","0x0115"
"TRADE_PUNISH_END_TIME","0x0116"
"SECRET_SHOP_NPC","0x0117"
"SECRET_SHOP_ITEM_LIST","0x0118"
"COMPLETE_LOAD_PVP","0x0119"
"CONNECT_P2P_PVP","0x011A"
"ONLIE_PRELIMINARY_TEAM","0x011B"
"SELECT_ROUTING","0x011C"
"ROUTING_RESULT","0x011D"
"TEMPORARY_PASSPAD_ALARM","0x011E"
"USE_SAMSUNG_RANDOMBOX_ITEM","0x011F"
"USE_GOBLIN_RANDOMBOX_ITEM","0x0120"
"BREAK_GUILD","0x0121"
"LIMIT_ITEM_USAGE","0x0122"
"QUEST_TRIGGER_LIST","0x0123"
"REDEEM_LIST","0x0124"
"CHARAC_LINK_MESSAGE","0x0125"
"CHARAC_LINK_BONUS","0x0126"
"DISCONNECT_LOW_LEVEL_LINK_CHARAC","0x0127"
"SPAWN_RIDABLE_OBJECT","0x0128"
"ULTIMATE_DIFFICULTY_UI","0x0129"
"DUNGEON_INOUT_MESSAGE","0x012A"
"MEMBER_BONUS_FATIGUE_LIMIT","0x012B"
"EVENT_RIDABLE_INFO","0x012C"
"PREMIUM_GOLD_CARD","0x012D"
"PERIODIC_MESSAGE","0x012E"
"TIME_SYNC","0x012F"
"RETURN_USER","0x0130"
"REQUEST_VIDEO_OBSERVER","0x0131"
"STOP_VIDEO_OBSERVER","0x0132"
"TODAY_GUILD_MEMBER","0x0133"
"JOIN_GUILD_INFO","0x0134"
"REQUEST_VIDEO_OBSERVER_ERROR","0x0135"
"RESPONSE_VIDEO_OBSERVER","0x0136"
"ACHIEVE_GUILD_ATTENDANCE","0x0137"
"COMPLETE_CONDITION_PASS_GATE","0x0138"
"BREAK_AWAY_QUEST_DATA","0x0139"
"ANSWER_REMATCH","0x013A"
"SPECIFIC_EVENT_NOTIFICATION","0x013B"
"CASH_INVENTORY","0x013C"
"END_PVP_RESULT","0x013D"
"REGISTER_MATCH","0x013E"
"REMATCH_REMAIN_COUNT","0x013F"
"TEAM_LEADER","0x0140"
"DEBUG_FILE_PRINT","0x0141"
"PUNISH_CANCEL","0x0142"
"PVP_MISSION_LIST","0x0143"
"PVP_MISSION_CLEAR","0x0144"
"PVP_MISSION_NEW","0x0145"
"ROOM_INFO_LABYRINTH","0x0146"
"ROOM_STATE_LABYRINTH","0x0147"
"SEAT_STATE_LABYRINTH","0x0148"
"DIE_CHARACTER_LABYRINTH","0x0149"
"BATTLE_MODE_LABYRINTH","0x014A"
"LABYRINTH_SEAT_STATE","0x014B"
"LABYRINTH_ROOM_STATE","0x014C"
"START_LABYRINTH","0x014D"
"REPLY_LABYRINTH_MONSTER_UID","0x014E"
"FINISH_LOADING_LABYRINTH","0x014F"
"INCREASE_LABYRINTH_FP","0x0150"
"DIE_LABYRINTH_CHARACTER","0x0151"
"REVIVAL_LABYRINTH_CHARACTER","0x0152"
"END_LABYRINTH","0x0153"
"WARROOM_WP_PER_MONSTER","0x0154"
"PVP_BONUS_COUNT","0x0155"
"EXPAND_EQUIPSLOT_INFO","0x0156"
"FAIR_PVP_CHANNEL_FIRST_LOGIN","0x0157"
"RESET_ONE_A_DAY_ITEM_SHOP","0x0158"
"WARROOM_PENALTY_WP","0x0159"
"SECU_SERVICE_STATE","0x015A"
"USER_APC_INFO_TOD","0x015B"
"TOD_CLEAR_REWARD","0x015C"
"CHARAC_QP_POINT","0x015D"
"QUEST_SHOP_BUYING_STATUS_LIST","0x015E"
"TOTAL_ITEM_MAKING_SKILL_POINT","0x015F"
"GAIN_ITEM_MAKING_SKILL_POINT","0x0160"
"CHANGE_HOST_WARROOM","0x0161"
"GIVE_ITEM","0x0162"
"IDOL_BRING_UP","0x0163"
"CLEAR_QUEST_LIST","0x0164"
"CHARAC_INVISIBLE_FALGS","0x0165"
"TITLE_BOOK_LIST","0x0166"
"ACHIEVEMENT_LIST","0x0167"
"ACHIEVEMENT_COMPLETE","0x0168"
"EVENT_SERVER_AUTO_QUEST_CLEAR_REWARD_DATA","0x0169"
"CREATE_GROUP","0x016A"
"INVITE_MEMBER","0x016B"
"INVITE_MEMBER_LIST","0x016C"
"GROUP_MEMBER_LIST","0x016D"
"LEAVE_USER_FROM_GROUP","0x016E"
"MESSAGE_GROUP_CHAT","0x016F"
"GROUP_CHAT_USER_STATE","0x0170"
"EVENT_ALL_USER_GIFT","0x0171"
"CHECK_PICK_UP_RANDOM_OPTION_ITEM","0x0172"
"MESSAGE_HYPER_LINK","0x0173"
"MESSAGE_OTHER_CHANNEL_HYPER_LINK","0x0174"
"MEGAPHONE_MSG_HYPER_LINK","0x0175"
"PVP_SERVER_INFO","0x0176"
"EVENT_INIT_INFO","0x0177"
"EVENT_HISTORY_INFO","0x0178"
"START_GIVE_ITEM_GROWTH_POWER_SYSTEM","0x0179"
"PARTY_TELEPORT_STATUS","0x017A"
"AURA_TYPE_COOLTIME","0x017B"
"SHOW_EFFECT","0x017C"
"SECURITY_REWARD","0x017D"
"SOLOPLAY_REJECT_MSG","0x017E"
"MADE_QUICK_PARTY","0x017F"
"CANCEL_QUICK_PARTY","0x0180"
"UPDATE_QUICK_PARTY","0x0181"
"ITEM_DICTIONARY","0x0182"
"TOURNAMENT_INFO","0x0183"
"TOURNAMENT_MAP_INFO","0x0184"
"TOURNAMENT_CLEAR_REWARD","0x0185"
"REMAIN_GHOST_TIME","0x0186"
"CHARACTER_OPTION","0x0187"
"SHUTDOWN_NOTICE","0x0188"
"SHUTDOWN_TARGET_NOTICE","0x0189"
"SHUTDOWN_AlARM","0x018A"
"ITEM_DICTIONARY_TOTAL","0x018B"
"SOCIAL_EVENT_SLOT_INFO","0x018C"
"SOCIAL_EVENT_REQUEST_LIST","0x018D"
"SOCIAL_EVENT_CHARAC_LOGIN","0x018E"
"RESPONSE_SOCIAL_EVENT_MEMBER","0x018F"
"SOCIAL_EVENT_SLOT_DEL_INFO","0x0190"
"SOCIAL_EVENT_CHARAC_LOGOUT","0x0191"
"LIMIT_NPC_BUY_ITEM_CHANGE_INFO","0x0192"
"CHARACTER_STATUS","0x0193"
"LIMIT_NPC_BUY_ITEM_INFO_ALL","0x0194"
"CHRISTMAS_TREE_INFO","0x0195"
"SERIA_ROOM_DECO_INFO","0x0196"
"OBJECT_BRING_UP_USE_ITEM","0x0197"
"SOCIAL_EVENT_SEVER_STATE","0x0198"
"_2012NEWYEAR_INFO","0x0199"
"BUFF_EVENT_WINNER","0x019A"
"_2012_NEWYEAR_DRAGON_EFFECT","0x019B"
"EMOTICON_CONF_INFO","0x019C"
"BOOSTER_GAGE","0x019D"
"SHUTDOWN_AUTH_RESULT","0x019E"
"TAG_CHARACTER_INFO","0x019F"
"MANAGE_LEVEL_UP","0x01A0"
"INFORM_NOTICE","0x01A1"
"VERIFY_PVP_LAG_USER","0x01A2"
"PVP_LAG_USER_PENALTY","0x01A3"
"GM_CHECK_LAG_OCCUR","0x01A4"
"GM_CHECK_LAG_COUNT","0x01A5"
"GM_CHECK_KICK_OUT_ROOM_COUNT","0x01A6"
"TIME_GATE_INFO","0x01A7"
"RESET_CRANE_NEED_MATERIAL","0x01A8"
"PC_ROOM_PLAY_TIME","0x01A9"
"SKILL_INIT","0x01AA"
"PC_ROOM_RERENT_ITEM","0x01AB"
"MILEAGE_DATA","0x01AC"
"SERIAROOM_DECO_EVENT","0x01AD"
"EVENT_ITEM_MAIL_ALRAM_TOOLTIP_","0x01AE"
"BLUE_MARBLE_ROOM_INFO","0x01AF"
"BLUE_MARBLE_DICE_INFO","0x01B0"
"BLUE_MARBLE_START","0x01B1"
"BLUE_MARBLE_CLEAR_INFO","0x01B2"
"BLUE_MARBLE_ACTION_INFO","0x01B3"
"BLUE_MARBLE_TILE_GIVE_UP_INFO","0x01B4"
"BLUE_MARBLE_ENTER_COUNT_INFO","0x01B5"
"DYNAMIC_SCRIPT_RELOADING","0x01B6"
"MAX_EQUIP_LEVEL","0x01B7"
"NEW_ACCOUNT_USER_EVENT","0x01B8"
"INFORM_NOTICE_2ND","0x01B9"
"GROWTH_WEAPON_EVENT_INFO","0x01BA"
"GROWTH_WEAPON_UESR_GIFT","0x01BB"
"REQUEST_ASSAULT","0x01BC"
"ANSWER_REQUEST_ASSAULTERS","0x01BD"
"HORROR_BONUSCERA_COUNT","0x01BE"
"RETURN_USER_LOGIN","0x01BF"
"COMBO_SKILL_INFO","0x01C0"
"CHARAC_QUEST_PIECE","0x01C1"
"HADES_ALERT","0x01C2"
"NEW_CHARAC_CREATURE_EVENT_INFO","0x01C3"
"SERIAROOM_ANIMATION_DECO_EVENT","0x01C4"
"BINGO_DATA","0x01C5"
"BINGO_MARK","0x01C6"
"HOTKEY_OPTION","0x01C7"
"DUAL_RAID_PARTY_GROUP_INFO","0x01C8"
"MULTIBOX_FAIL_CNT_OVER","0x01C9"
"START_SCRIPT_RELOAD","0x01CA"
"END_SCRIPT_RELOAD","0x01CB"
"JUMPING_CHARACTER_INFO","0x01CC"
"MATCHING_COMPLETE","0x01CD"
"PVP_MATCH_INFO","0x01CE"
"DUAL_RAID_DUNGEON_START","0x01CF"
"DUAL_RAID_DUNGEON_MOVE_INFO","0x01D0"
"MOVE_DUAL_RAID_BOSS_DUNGEON","0x01D1"
"EXIT_DUAL_RAID_USER","0x01D2"
"DUAL_RAID_DUNGEON_MAP_CLEAR","0x01D3"
"DUAL_RAID_DUNGEON_RESULT_REWARD","0x01D4"
"REWARD_ITEMS","0x01D5"
"ENTER_RACING_DUNGEON","0x01D6"
"ENTER_RACING_DUNGEON_FAIL","0x01D7"
"RACING_DUNGEON_GOAL_IN_PLAYER","0x01D8"
"RACING_DUNGEON_PLAY_RESULT","0x01D9"
"RACING_DUNGEON_JOIN_COUNT","0x01DA"
"DUAL_RAID_DUNGEON_READY_COMPLETE","0x01DB"
"GET_ITEMBOX","0x01DC"
"GENERATE_ITEMBOX","0x01DD"
"SELECT_ZOMBIE","0x01DE"
"ZOMBIE_MODE_RESULT_SCORE","0x01DF"
"MONSTER_MOVE_SYSTEM","0x01E0"
"GROWTH_ITEM_RENEW_DATA","0x01E1"
"GROWTH_ITEM_CHANGE_DATA","0x01E2"
"LOADING_CART","0x01E3"
"GOLDEN_COMMERCE_START","0x01E4"
"GOLDEN_COMMERCE_REWARD","0x01E5"
"CHURN_GRADE_ACTION","0x01E6"
"AUTH_EXCEPT_ERROR","0x01E7"
"CHARACTER_ADD_BUFF","0x01E8"
"CHARACTER_DEL_BUFF","0x01E9"
"CHARACTER_BUFF_DUNGEON","0x01EA"
"USER_FATIGUE_ACCELERATION_STATE","0x01EB"
"MINORITY_STATE","0x01EC"
"GOLDEN_COMMERCE_RANKING_INFO","0x01ED"
"GOLDEN_COMMERCE_EFFECT_INFO","0x01EE"
"DO_YOU_JOIN_STUDY","0x01EF"
"LETS_START_STUDY","0x01F0"
"DECIDE_LEVEL","0x01F1"
"DECIDE_MAIN_REWARD","0x01F2"
"PCROOM_TIMEPOINT","0x01F3"
"SELECTED_PCROOM_EVENT","0x01F4"
"RENEWAL_EVENT_CHARACTER_LOGIN","0x01F5"
"DNF_VIP_SERVICE","0x01F6"
"SERVER_NOTICE_MESSAGE","0x01F7"
"GM_PVP_MATCHING_RATING","0x01F8"
"INTEGRATE_MATCHING_PLAYER_UID_LIST","0x01F9"
"INTEGRATE_MATCHING_COMPLETE","0x01FA"
"INTEGRATE_MATCHING_STATE","0x01FB"
"INTEGRATED_MATCHING_MODE_CHANGE","0x01FC"
"INTEGRATE_PVP_TIMEOUT","0x01FD"
"INTEGRATE_MATCHING_USER_COUNT","0x01FE"
"COLLECT_PRIVATE_WINDOW_STATE","0x01FF"
"UPGRADE_ROOM_INFO","0x0200"
"UPGRADE_ROOM_UPGRADE_ITEM_STATE","0x0201"
"MODULE_EXIST","0x0202"
"MODULE_REQUEST","0x0203"
"GIVE_USER_INFO","0x0204"
"UPGRADE_ROOM_GIVE_ITEM_INFO","0x0205"
"COMBO_SCORE_INFO","0x0206"
"UPGRADE_ROOM_PUT_UP_ITEM","0x0207"
"UPGRADE_ROOM_UPGRADE_START","0x0208"
"UPGRADE_ROOM_UPGRADE_CANCEL","0x0209"
"UPGRADE_ROOM_LIST_INFO","0x020A"
"UPGRADE_JOIN_SPECTATOR_USER_INFO","0x020B"
"LEAVE_SPECTATOR_USER_INFO","0x020C"
"CREATE_UPGRADE_ROOM_INFO","0x020D"
"DESTROY_UPGRADE_ROOM_INFO","0x020E"
"UPGRADE_ROOM_MASTER_MESSAGE","0x020F"
"SPECIFIC_MONSTER_APPEAR","0x0210"
"FREE_UPGRADE_AVAILABLE_COUNT","0x0211"
"WRONG_PUNISH_USER","0x0212"
"EVENT_SLOT_MARK","0x0213"
"DUNGEON_SYSTEM_MESSAGE","0x0214"
"VILLAGE_ATTACKED_MY_INFO","0x0215"
"USE_ENCHANT_STORE","0x0216"
"UXRETURNER_UXLOG_PERMISSION","0x0217"
"AVAILABILITY_CHILDREN_DAY_EVENT_REWARD","0x0218"
"EXP_KEEPING_AMOUNT","0x0219"
"UPDATE_MILEAGE_DATA","0x021A"
"CREATE_EXPERT_JOB_STORE","0x021B"
"CLOSE_EXPERT_JOB_STORE","0x021C"
"AUCTIONPOINT_DATA","0x021D"
"SET_USABLE_COUNT_INFO","0x021E"
"CARD_BOOK_INFO","0x021F"
"UPDATE_CARD","0x0220"
"UPDATE_EXPERT_JOB_STORE","0x0221"
"DIMENSION_SPACE_INFO","0x0222"
"STRONGEST_PVP_MEMBER_CHANNELINFO","0x0223"
"EVENT_DUNGEON_TOP_RANK_INFO","0x0224"
"TERA_PIECE_CLEAR_TIME_RANK_INFO","0x0225"
"CONDITION_PASS_GATE_INFO","0x0226"
"DUNGEON_ENTER_COUNT_INFO","0x0227"
"UPDATE_SPEC_EVENT","0x0228"
"INFO_SPEC_EVENT","0x0229"
"CARD_BIND_UPGRADE_DAY_EVENT","0x022A"
"GIVE_FIGHT_DOLL_TICKET","0x022B"
"FIGHT_DOLL_LIST","0x022C"
"GAUGE_OBJECT_BAR_DATA","0x022D"
"UPDATE_GOLD_ONLY","0x022E"
"MINIMAP_ICON_INFO","0x022F"
"USER_STATE_MOTION","0x0230"
"COLLECT_SKILL_COUNT_INFO","0x0231"
"PCROOM_TIME_POINT","0x0232"
"AVATAR_SPEC_EVENT_INFO","0x0233"
"ACCOUNT_MATERIAL_STORAGE_INFO","0x0234"
"DURING_LOGIN_TIME_EVENT_INFO","0x0235"
"MYBID_LEGENDARY_AUCTION","0x0236"
"RETURN_USER_REWARD_STATE","0x0237"
"PHASE_START_SUMMON_LINE","0x0238"
"FATIGUE_USE_REWARD_INFO","0x0239"
"ATTENDANCE_MARBLE_BONUS_CHANCE","0x023A"
"PVP_STRONGEST_RELAY_TIME","0x023B"
"EXPECT_PARTY_LIST","0x023C"
"EVENT_GIFT_AVAILABILITY","0x023D"
"CREATABLE_HARDCORE_CHARAC","0x023E"
"ACCEPTED_QUEST","0x023F"
"ASSAULT_CHAOS_CHARACTER_HUNTED","0x0240"
"ASSAULT_CHAOSPOINT_INFO","0x0241"
"DIMENSION_EXPERIENCE_INFO","0x0242"
"UPDATE_PVP_MISSION","0x0243"
"UPDATE_NEW_DAILY_PVP_MISSION","0x0244"
"SEND_DECK_INFO","0x0245"
"HARDCORE_STATUE","0x0246"
"RAID_DO_BEHAVIOR","0x0247"
"RAID_SET_SYMBOL","0x0248"
"RAID_DUNGEON_PARTICIPATION_INFO","0x0249"
"RAID_DUNGEON_STATE","0x024A"
"RAID_CHANGE_DUNGEON_STATE","0x024B"
"RAID_STATE","0x024C"
